ride_id,pickup_lat,pickup_lng,drop_lat,drop_lng,distance_km,hour_of_day,is_peak_hour,day_of_week,solo_fare,cluster_size,shared_fare,rider_rating,driver_rating
ride_411,19.065928374901063,72.89563156300875,19.114859986717935,72.85687995465344,6.8,8,1,5,19.05,1,19.05,4.9,4.6
ride_412,19.083443508657805,72.938573698071,19.139138466809506,72.82416207975925,13.52,8,1,3,31.06,1,31.06,4.4,4.2
ride_413,19.15483047300493,72.89860098833232,19.065339213045487,73.00283648972176,14.8,9,1,3,35.75,1,35.75,4.0,4.6
ride_414,19.088894043074465,72.82472687585177,19.190561167537695,72.92456577201898,15.42,16,0,1,25.36,1,25.36,4.8,4.9
ride_415,19.208719496618173,72.80366963459376,19.18292487006082,72.77571997909546,4.1,1,0,4,8.21,1,8.21,4.7,4.4
ride_416,19.059226803277685,72.9737097789612,18.945090769001876,72.92272222925803,13.78,10,1,1,33.83,2,28.76,3.5,4.3
ride_417,18.92704581924976,72.96822532850499,18.96942148282723,72.90655689575792,8.02,0,0,4,14.33,2,12.18,4.4,4.2
ride_418,19.212185222844777,72.73062465486306,19.092506523946803,72.62544072250306,17.3,10,1,0,40.58,1,40.58,4.9,4.4
ride_419,19.026387308328843,72.9410262091999,18.934608932206082,72.86200861201125,13.16,2,0,4,20.84,1,20.84,4.5,5.0
ride_420,18.945676550224857,72.83315887383485,18.82568170696106,72.94878058602343,18.06,7,0,2,28.64,1,28.64,3.6,4.7
ride_421,19.053157094624225,72.9205227473133,19.1307582482082,72.9678404090596,9.96,14,0,3,15.6,2,13.26,4.6,4.4
ride_422,18.933050751052793,72.98658266726177,19.013869420028144,72.96602257820994,9.24,1,0,3,15.09,3,10.56,4.6,4.8
ride_423,19.0709344640411,72.95344249840004,19.15010970633429,73.02632901197995,11.67,6,0,1,18.36,1,18.36,3.5,4.0
ride_424,18.948625033969993,72.8624944477566,18.88173141500517,72.81276300181673,9.09,18,1,6,22.79,1,22.79,4.8,4.5
ride_425,18.950033220482442,73.02554678198146,18.862961647431046,73.057588589951,10.25,9,1,6,27.45,1,27.45,4.1,4.4
ride_426,19.114765243889746,72.84757398795051,19.163168676837678,72.8274456204369,5.78,1,0,1,10.34,3,7.24,4.2,4.6
ride_427,18.980516368669505,72.81885776961505,19.02354412734899,72.84629633715346,5.59,8,1,2,15.09,2,12.83,4.4,4.4
ride_428,18.96815798721281,72.85261362407057,18.889360633406895,72.96099674828626,14.38,4,0,6,23.1,4,12.71,3.5,4.7
ride_429,19.198496684864953,72.8048280571531,19.255715945803548,72.73226618055875,9.93,10,1,0,23.16,1,23.16,4.4,4.4
ride_430,19.092660000375623,72.98798665390966,19.19782429807074,73.07993457951063,15.17,23,0,6,25.35,2,21.55,3.5,4.7
ride_431,19.146533541849085,72.95424918688923,19.03525982310728,72.99100607812385,12.96,18,1,4,32.89,1,32.89,4.4,4.9
ride_432,19.114486031271724,72.82342880405105,19.092847616682626,72.86882709742952,5.34,13,0,1,10.39,4,5.72,3.8,4.9
ride_433,19.077021651561196,72.88852859009837,19.156883432304,72.92222749022145,9.56,6,0,3,17.9,1,17.9,4.8,4.7
ride_434,19.225539802210623,72.8533385767802,19.3394894351944,72.9456375044613,15.95,11,0,3,24.94,3,17.46,4.9,4.1
ride_435,19.10060266640857,72.79148814722625,19.125132799146993,72.74704728207885,5.41,22,0,5,9.22,2,7.83,4.9,4.8
ride_436,19.06475738421681,72.85441467944003,19.012336580084078,72.92115208794787,9.12,5,0,3,16.78,1,16.78,4.5,4.4
ride_437,19.004052089307095,72.9791888666138,19.084419982111505,72.93991563769956,9.84,12,0,4,17.78,1,17.78,3.8,4.6
ride_438,19.069158819655357,72.96562822773903,19.097843601917948,72.86085004744639,11.46,11,0,2,17.97,2,15.28,4.5,4.6
ride_439,19.197088965597512,72.81947558701425,19.109180268099003,72.7133669780193,14.82,18,1,1,38.03,2,32.32,3.8,4.9
ride_440,19.184815146961334,72.8070328038763,19.25623470158918,72.74450257705564,10.3,16,0,1,16.23,1,16.23,4.0,4.5
ride_441,19.219350832181707,72.74976236360418,19.324861076054194,72.82024530235093,13.87,10,1,6,31.98,4,17.59,4.1,4.7
ride_442,19.076101839446753,72.78202425490292,19.008047129615065,72.81953199246269,8.53,1,0,3,13.47,2,11.45,3.8,4.5
ride_443,19.098715439700733,72.77149103258843,19.077344263223043,72.79649376368052,3.54,13,0,4,7.41,2,6.3,3.6,4.6
ride_444,19.082743466779842,72.74290664660296,19.027707183700024,72.68939027770499,8.31,15,0,1,15.01,1,15.01,3.9,4.9
ride_445,18.959263367909745,72.99997138923769,19.0738804649195,73.02435705930499,13.0,8,1,6,29.18,2,24.8,3.9,4.2
ride_446,19.067416778733097,72.84984034288807,18.98778344057863,72.87921538047107,9.38,9,1,6,22.15,1,22.15,3.7,4.5
ride_447,19.055721661544432,72.9454079852552,18.961304706392728,72.89921782024133,11.57,6,0,4,20.01,1,20.01,3.5,4.4
ride_448,19.058976980038395,72.82752472800864,19.126970997946646,72.7641371815379,10.08,6,0,2,17.95,3,12.57,3.6,4.7
ride_449,19.112449382924446,73.00917367719629,19.035429354643696,72.92947282563746,11.98,2,0,0,18.1,1,18.1,5.0,5.0
ride_450,19.221492353094373,72.82749794039424,19.148530486615385,72.7098577518703,14.78,16,0,2,24.58,2,20.89,3.8,4.2
ride_451,19.003407886239696,72.97795800419834,19.090796312244372,73.03787627185432,11.58,21,0,2,20.02,3,14.01,4.8,4.9
ride_452,19.211002301462724,72.78660563371972,19.25194921342848,72.85979017599847,8.93,12,0,5,13.9,1,13.9,4.9,4.9
ride_453,19.199467022441684,72.78259162126034,19.22973699174844,72.86270458502001,9.06,0,0,3,16.08,2,13.67,3.8,4.4
ride_454,19.10327117707594,72.95646860855227,19.04889419937544,72.9182866417408,7.26,10,1,3,18.01,1,18.01,4.4,4.4
ride_455,19.053634048690732,72.89945913059178,19.116503726260053,72.84128132627602,9.29,11,0,5,15.41,1,15.41,3.7,4.1
ride_456,19.108882113293316,73.0016556864176,19.15065041027734,73.06425278668922,8.05,0,0,2,15.44,1,15.44,4.3,4.6
ride_457,19.07644212617097,72.75728423822613,19.02680170475977,72.69652200880113,8.44,15,0,6,13.28,3,9.3,4.3,4.3
ride_458,19.11322128685527,72.79066288455003,19.146053296983695,72.89268548184366,11.32,19,1,1,28.99,1,28.99,3.7,4.1
ride_459,19.139725367272007,72.86624750308115,19.082601882965484,72.79466168629585,9.84,11,0,3,17.96,1,17.96,4.5,4.3
ride_460,18.983805941506645,72.84955147767853,18.926513441536425,72.8913922444643,7.74,0,0,1,14.11,3,9.88,4.5,4.2
ride_461,19.218448566552233,72.97746334220602,19.099015343614894,72.95456925862017,13.5,12,0,0,22.34,3,15.64,4.6,4.5
ride_462,19.17005945372602,73.00972603890887,19.108816945563785,72.94664162143113,9.5,5,0,5,15.5,2,13.18,4.3,4.2
ride_463,19.16822547189915,73.00474794437864,19.243159535221622,72.92708366529668,11.66,18,1,4,32.15,1,32.15,4.5,5.0
ride_464,19.059508198997353,72.9107310004026,18.96265177008031,73.00168782863086,14.4,19,1,2,34.48,3,24.14,4.2,4.8
ride_465,19.10920982054594,72.80615504565455,19.037108314260305,72.74178916882622,10.49,15,0,1,18.29,2,15.55,4.2,4.8
ride_466,19.122358520688355,72.87975630051785,19.1736552659888,72.94584571278776,8.98,0,0,1,15.28,3,10.69,4.0,4.4
ride_467,18.98761301196168,72.81556538724764,19.008067333622414,72.92440343806645,11.67,20,1,5,30.66,2,26.06,4.0,4.4
ride_468,18.972893127136743,72.98420038320145,18.921370625582973,72.92787650801519,8.24,13,0,0,15.5,1,15.5,4.1,4.9
ride_469,19.21007561705721,72.90177594169577,19.108563507225988,72.85804910906383,12.19,16,0,3,22.2,2,18.87,4.3,4.5
ride_470,19.108359988185075,72.84169272963275,19.2148859237248,72.74087252372293,15.89,16,0,0,25.02,3,17.52,4.1,4.8
ride_471,19.1560770917211,73.00428322620489,19.231595926731192,73.098731590154,13.0,19,1,4,31.8,2,27.03,3.8,4.2
ride_472,18.974213823004803,72.88724267983694,19.05409713743697,72.80626155362616,12.3,7,0,1,22.32,2,18.97,4.6,4.7
ride_473,19.07748833221171,72.96718227740688,19.189635966144678,73.00944651233601,13.24,1,0,1,23.59,3,16.51,4.8,4.2
ride_474,19.17490606449043,72.91727148466896,19.197953894201397,72.85293156601625,7.23,19,1,4,17.62,4,9.69,4.0,4.6
ride_475,19.118128805353763,73.00715899069345,19.003174336719333,73.10238208296508,16.23,7,0,0,27.53,1,27.53,4.6,4.5
ride_476,19.082185789762843,72.93805315752998,19.107137075055547,72.96461434297517,3.94,10,1,6,12.93,2,10.99,4.1,4.6
ride_477,19.07379214735632,72.78350898496862,19.13707259124945,72.73904899735247,8.45,13,0,5,13.37,1,13.37,3.9,5.0
ride_478,19.221345268109015,72.99890927558427,19.27747091708351,73.06811301200712,9.58,6,0,5,17.5,3,12.25,4.0,4.6
ride_479,18.99823339149351,72.90989253843331,18.966214079952618,72.96940036994944,7.2,8,1,0,18.0,1,18.0,4.9,4.7
ride_480,19.027235359446983,72.9225742214932,19.122863927945723,72.8994492752185,10.91,5,0,0,17.7,4,9.74,4.0,4.8
ride_481,19.04504248368736,72.76027485765063,19.141790708101126,72.6795750366951,13.7,11,0,2,22.54,3,15.78,4.1,4.1
ride_482,18.991189281233723,72.83585217726028,19.045447400572325,72.86740012420854,6.88,3,0,6,11.56,2,9.83,3.8,4.0
ride_483,19.147758418082894,72.91563365121992,19.239176379436657,72.94965397748136,10.77,6,0,6,17.65,3,12.36,4.4,4.1
ride_484,19.000203830356877,72.74942551853061,19.07451878911433,72.85861872911796,14.14,20,1,2,32.33,1,32.33,3.9,4.6
ride_485,19.085645712572596,72.74883904060817,19.045180004912023,72.67560644639902,8.92,10,1,5,21.68,1,21.68,4.6,4.1
ride_486,19.0248750180931,72.78737204401651,18.948324676084468,72.74538713149309,9.59,6,0,3,17.51,2,14.88,4.2,4.5
ride_487,19.204816430975317,72.91949576744747,19.107469593745293,72.86636262550167,12.18,10,1,5,29.98,2,25.48,4.0,4.5
ride_488,19.10080599527421,72.82304192693212,19.199624313922023,72.74735710420039,13.56,14,0,4,23.54,4,12.95,4.0,4.9
ride_489,19.102776860358777,72.80215684221832,19.12546358446535,72.82552266270929,3.52,3,0,3,7.69,2,6.53,4.7,4.4
ride_490,19.113484485495327,72.7639247333262,19.03296968639494,72.64424396698129,15.44,13,0,3,23.67,2,20.12,4.0,4.9
ride_491,18.975492140116536,72.98044070518101,18.872111707603878,72.94699486527462,12.02,0,0,1,21.84,2,18.56,4.4,4.2
ride_492,19.115870350770376,72.97267633844336,19.14680788568657,72.86948213337067,11.37,13,0,6,18.4,1,18.4,4.1,4.7
ride_493,19.07469757843408,72.80426922424724,19.01903155906495,72.90849910659077,12.58,1,0,0,21.8,2,18.53,3.7,4.4
ride_494,18.997043262088177,72.9849098161669,18.965435909184013,73.07395022861635,10.0,12,0,2,15.49,4,8.52,3.8,4.4
ride_495,19.102719768849052,72.88928452086682,19.04940461214441,72.98364836165227,11.55,11,0,0,19.84,2,16.86,3.8,4.3
ride_496,19.19141350534338,72.93831236741491,19.09467431880118,72.9113068732325,11.12,5,0,5,18.84,3,13.19,4.6,5.0
ride_497,19.025093659699692,72.76010765583314,18.971561041253583,72.67451959452237,10.79,6,0,3,17.94,2,15.25,4.4,4.0
ride_498,19.151382591738724,72.79178393864106,19.21725477210024,72.72507109110337,10.14,9,1,5,24.01,1,24.01,4.6,4.4
ride_499,19.205248174842396,73.01240183969739,19.16220555188684,73.06208647280516,7.08,7,0,4,11.49,4,6.32,4.7,4.5
ride_500,19.05740414652739,72.74263017174457,19.134512588457607,72.86101366984143,15.11,15,0,5,22.94,4,12.62,4.8,5.0
ride_501,19.048613834159188,72.74585367380864,19.155759366964432,72.69956112452893,12.87,5,0,5,22.3,3,15.61,3.8,4.1
ride_502,19.149835576023992,72.97230777434781,19.088888115196696,72.93165532523561,8.01,7,0,0,12.92,1,12.92,3.8,4.3
ride_503,19.05461188637106,73.01009250509333,19.081720666225042,72.94987272494188,7.01,16,0,5,12.08,1,12.08,3.7,4.9
ride_504,19.201420011041357,72.72926347503143,19.121877322552137,72.76485372222577,9.6,7,0,6,16.34,2,13.89,3.9,4.7
ride_505,19.165489456108773,72.94142177343274,19.218357005789564,73.03083393701009,11.08,1,0,3,20.11,1,20.11,4.3,4.9
ride_506,19.162812669505552,73.02397807730993,19.23197639027208,72.92627483787197,12.82,7,0,0,20.54,1,20.54,5.0,4.4
ride_507,18.991822374799995,73.01026695435772,18.96873883735326,73.06091879805042,5.91,15,0,1,11.27,2,9.58,3.5,4.3
ride_508,18.971348997489876,72.86547029137515,18.882479429770846,72.81990333808041,10.98,0,0,6,19.34,3,13.54,3.8,4.7
ride_509,19.150863052362645,72.79958587901993,19.069878465857194,72.69643620808293,14.09,15,0,3,22.93,2,19.49,4.4,4.4
ride_510,19.121517288534406,72.81902272431907,19.172757191203292,72.85138504919271,6.63,6,0,6,11.2,3,7.84,4.7,4.1
ride_511,19.075704010468595,72.98865721401232,19.099764637742915,72.92453353205012,7.25,14,0,1,12.77,1,12.77,3.6,5.0
ride_512,18.947538000778106,72.92009753480592,19.011099611326394,72.83856106302242,11.11,16,0,2,18.19,2,15.46,4.8,4.2
ride_513,18.9555097273878,72.95039314981523,19.061101134954594,73.05418862868059,16.03,6,0,2,27.45,1,27.45,4.5,4.7
ride_514,19.02851890443582,72.75301432585049,19.122507659454243,72.69748628919308,11.97,9,1,4,27.46,3,19.22,4.5,4.5
ride_515,19.0054625840475,73.02176418731116,19.08965328344212,73.06107356079042,10.23,20,1,2,27.15,2,23.07,4.6,4.7
ride_516,18.99043786502191,72.95055437632455,19.031053400983538,73.01297407671626,7.97,6,0,6,12.59,2,10.7,4.1,4.2
ride_517,19.096382035435603,72.84656571229243,19.06077382217378,72.81595793533374,5.1,6,0,6,8.9,2,7.56,3.8,4.4
ride_518,19.121478034586143,72.98769407413982,19.04264499424582,72.90219893766263,12.55,20,1,5,30.47,1,30.47,4.2,4.8
ride_519,19.031936556652212,72.8747484562932,18.9968096417584,72.9664054709596,10.4,17,1,2,28.9,2,24.57,4.6,4.0
ride_520,19.208955092381547,72.94061187868927,19.15040766619419,73.04657888304065,12.89,20,1,6,29.54,3,20.68,4.5,5.0
ride_521,19.100840846481837,72.89865535177391,19.166109017565432,72.84013738372552,9.51,22,0,5,14.71,1,14.71,3.7,5.0
ride_522,19.17147880369026,72.73130060575998,19.209829343288884,72.77372218909464,6.17,5,0,6,11.3,2,9.6,4.1,4.3
ride_523,19.098883377744176,72.98896371164705,19.06698271127028,73.05845069046096,8.12,17,1,0,20.32,3,14.22,4.2,4.2
ride_524,19.183188723378656,72.92078299203288,19.151087452615382,72.85388733155597,7.88,0,0,0,15.02,3,10.52,3.6,4.6
ride_525,19.21704727037614,72.77023157658499,19.318641680346612,72.70218528183567,13.37,14,0,3,22.79,2,19.37,4.5,4.3
ride_526,18.961018479722668,72.8998047451008,18.92361267834415,72.81337929020646,10.0,2,0,4,16.04,4,8.82,3.8,4.4
ride_527,19.1652125675067,72.77773009204698,19.25990331644236,72.84470497884105,12.66,15,0,0,19.04,3,13.33,4.3,4.4
ride_528,19.149569207977265,72.84782789040796,19.262786733430985,72.7582477466208,15.72,4,0,3,25.07,1,25.07,4.6,4.4
ride_529,19.017957213523975,72.94338185694855,18.90889554819312,72.98336084146591,12.84,9,1,5,31.39,1,31.39,4.5,4.2
ride_530,18.94649611873733,72.83840042120144,19.043337629195705,72.74210921026642,14.78,19,1,5,38.45,2,32.68,5.0,4.5
ride_531,19.135341290998376,72.83710083058618,19.01810090144105,72.92429918714741,15.93,15,0,5,27.61,1,27.61,3.9,4.2
ride_532,19.00361458572172,72.9114141855258,19.06819401133414,72.84376281821451,10.11,16,0,1,17.6,1,17.6,4.0,4.7
ride_533,19.05851303697441,72.9153053543354,19.026192294737605,72.83878719660427,8.81,20,1,2,22.63,1,22.63,3.8,5.0
ride_534,19.163050365023118,72.94768058807435,19.24841869497796,72.91911152438344,9.96,6,0,0,17.74,2,15.08,3.9,5.0
ride_535,19.089662417811976,72.91129731740867,19.18389317784539,73.02832650447665,16.15,1,0,0,25.07,1,25.07,4.4,4.2
ride_536,18.989122968937284,72.89421597645264,18.89299263874873,72.83539843661087,12.35,17,1,6,27.73,2,23.57,4.0,4.7
ride_537,19.03525167581531,72.9063649390389,18.97794726951485,72.84958448831574,8.73,13,0,2,15.8,2,13.43,4.8,4.1
ride_538,18.938852944381463,72.81362279827987,19.019103033951225,72.73507349934901,12.16,22,0,0,20.85,3,14.6,4.7,4.8
ride_539,19.009408105176764,72.86984455770354,18.980159294806914,72.75201470841041,12.81,4,0,3,21.9,1,21.9,3.8,4.4
ride_540,19.168601603188513,72.98464350838894,19.211386635767543,73.03903387340182,7.43,13,0,0,13.36,1,13.36,4.7,4.3
ride_541,19.152618019292184,72.8089692169595,19.190721161685147,72.78839952453545,4.76,6,0,3,9.66,2,8.21,4.3,4.7
ride_542,18.930564234782405,72.86062582736292,18.860996775091152,72.7516763906986,13.83,7,0,3,20.9,1,20.9,4.1,4.2
ride_543,18.967815292671844,72.97036676549251,19.085901441653466,72.9281966401755,13.86,13,0,4,22.38,2,19.02,3.6,4.5
ride_544,18.96446375264518,72.93744535181182,18.881915993992386,72.95876133029036,9.45,21,0,6,15.7,2,13.35,4.0,4.1
ride_545,18.988309220186984,72.84985782132581,19.106102586586427,72.77809508268098,15.11,16,0,2,24.93,1,24.93,4.6,4.2
ride_546,19.18212254220978,72.75727667648755,19.26071473634516,72.73664363021886,9.0,15,0,2,16.36,1,16.36,4.1,4.8
ride_547,19.165320092583762,72.94201434205934,19.053105471371534,72.9050619323717,13.07,16,0,5,23.05,3,16.14,4.3,4.3
ride_548,19.206216498471274,72.96588386695997,19.182975287181126,73.03661602831261,7.86,4,0,5,12.72,1,12.72,4.0,4.5
ride_549,19.207350827156777,72.97937298756821,19.148264046082847,72.944072036641,7.54,19,1,3,20.89,3,14.62,4.9,4.2
ride_550,19.169006913212385,72.83975051798592,19.138526852779,72.7664419497135,8.41,18,1,5,20.9,1,20.9,3.5,4.4
ride_551,19.004922781844236,72.85867304428962,18.97847203087305,72.83333398672151,3.97,2,0,6,7.17,1,7.17,4.4,4.1
ride_552,19.05647121945283,72.9912295421781,18.95080892749817,72.93065073733078,13.36,0,0,0,20.18,3,14.13,4.1,5.0
ride_553,19.096967528403393,72.74042625474534,19.019727756202272,72.78136611693475,9.61,12,0,4,16.56,2,14.08,4.2,5.0
ride_554,19.16114548155697,72.73539848934513,19.268096896081573,72.65399108386246,14.65,8,1,6,37.32,2,31.72,4.8,4.5
ride_555,19.100152103009652,72.90103880076134,19.172217884546228,72.83271369004238,10.76,19,1,1,26.43,1,26.43,4.0,4.1
ride_556,19.081668534942676,72.91403099982661,18.970647823717034,72.84872350052537,14.13,10,1,5,34.95,2,29.71,3.8,4.5
ride_557,19.01609414756726,72.84183264513258,18.927728508022238,72.95336298588923,15.3,8,1,0,35.86,4,19.72,4.5,4.5
ride_558,19.077600487857257,72.81391669181903,18.994334339671802,72.76378662586112,10.65,22,0,2,18.76,3,13.14,3.8,4.9
ride_559,18.98898973310791,72.82326949373159,19.033767718030393,72.7330881955777,10.71,13,0,5,16.7,2,14.2,4.1,4.1
ride_560,18.95475555166988,73.01438813429068,18.84755083470935,73.07581817949558,13.56,5,0,0,22.41,1,22.41,4.8,4.8
ride_561,19.112203451290718,72.8969279505025,19.02727383036447,72.9517200991404,11.06,21,0,3,17.09,2,14.53,4.2,4.0
ride_562,19.145677861218765,72.95002022051987,19.20478403930589,72.86786484064937,10.85,3,0,4,19.05,3,13.34,4.5,4.6
ride_563,19.03582025100291,72.8283321948314,18.928442064843267,72.92555908489213,15.72,16,0,3,24.05,3,16.84,3.6,4.2
ride_564,18.99418747007443,72.93591770415146,18.973362770994118,72.87270486656928,7.04,15,0,0,12.03,2,10.23,4.6,4.0
ride_565,19.07531182289646,72.73163578804163,19.046968194016344,72.66196641994088,7.97,7,0,4,15.11,1,15.11,4.6,4.9
ride_566,18.953764527733174,72.87294051018429,19.049222898281805,72.90894672328592,11.27,4,0,4,20.13,4,11.07,4.6,4.8
ride_567,19.076240278382777,72.90528936298531,19.145755175057943,72.93390384988776,8.29,9,1,5,23.81,1,23.81,4.7,4.9
ride_568,18.96334134781784,72.79566390519366,18.98428223829143,72.88634834687342,9.82,7,0,0,16.11,3,11.27,4.6,4.6
ride_569,19.122533990445774,72.94802797033337,19.237358760613215,72.9132689156404,13.28,0,0,0,22.65,2,19.25,4.1,4.8
ride_570,19.121058685190228,72.79394495291777,19.148344826118944,72.88454300333579,9.99,7,0,4,18.31,1,18.31,4.8,4.2
ride_571,19.183297644458214,72.72886017790711,19.238647998044858,72.63465994178794,11.65,1,0,1,17.73,1,17.73,5.0,4.1
ride_572,18.958558377497972,72.8219257530573,19.044553430794195,72.88080865786215,11.39,23,0,4,19.7,2,16.74,4.7,4.0
ride_573,18.979909502212227,73.02438234346809,18.942115796669743,72.9189384335624,11.86,14,0,0,18.9,3,13.23,4.4,4.5
ride_574,19.076508257245496,72.97629625038208,19.182824013000296,73.06993662631469,15.38,7,0,4,25.38,1,25.38,3.9,4.7
ride_575,19.179310919785237,72.80052913747087,19.20678818551982,72.76067056126303,5.18,0,0,2,9.3,1,9.3,4.4,4.5
ride_576,19.01252102952587,72.88536068289218,19.04534374069631,72.80921558785936,8.8,22,0,0,14.07,1,14.07,4.0,4.8
ride_577,19.053397927743394,72.97561448061441,19.085000378304528,72.9233960913113,6.52,1,0,2,12.66,1,12.66,4.6,4.0
ride_578,19.02826233515895,72.98681070946503,18.954399878990166,72.94959913648968,9.1,0,0,0,14.42,2,12.26,4.1,4.3
ride_579,19.15454803997559,72.89715450982673,19.095794063587263,73.00570946579833,13.14,1,0,0,20.39,4,11.21,3.7,4.3
ride_580,19.02495502359086,72.90380627777581,18.914649026488338,72.84485100814027,13.74,22,0,4,21.3,3,14.91,4.1,4.6
ride_581,19.21613782230305,72.74062068258893,19.103204757917094,72.70389690585024,13.14,0,0,4,23.46,1,23.46,3.7,4.5
ride_582,19.015158788687465,72.97284720711117,18.971662891564275,73.04921216497306,9.37,20,1,6,26.36,3,18.45,5.0,4.3
ride_583,19.175990295545922,72.98095104260588,19.244755901573775,73.07865468462151,12.8,5,0,4,20.22,4,11.12,4.5,4.2
ride_584,18.951587573333637,72.90478551365997,19.03541002072316,73.00878850221966,14.37,20,1,3,38.57,4,21.21,4.3,4.9
ride_585,19.056715053448006,73.01996074420491,19.112720419188932,73.13977469419889,14.05,15,0,5,22.15,3,15.5,4.0,4.3
ride_586,19.19064116033927,72.81792056633788,19.29196390561385,72.71055061529624,15.94,15,0,2,24.46,3,17.12,4.8,4.5
ride_587,19.195505905110135,72.78822508972289,19.226931566012755,72.81198054674174,4.29,9,1,3,11.43,2,9.72,4.4,4.2
ride_588,18.991194717151686,72.86451363849005,19.01676698473213,72.94942196174446,9.37,6,0,5,17.17,3,12.02,4.2,4.5
ride_589,19.22069591596951,72.80788624973695,19.129316958671385,72.89611309846212,13.75,18,1,2,37.29,1,37.29,3.8,4.1
ride_590,19.133863088695374,72.99224485760699,19.059156090863546,72.96809538112522,8.69,5,0,1,14.82,3,10.38,3.9,4.8
ride_591,18.96181535336749,72.96135018077504,18.88642674263742,73.02239691004537,10.56,0,0,6,17.67,1,17.67,4.3,4.4
ride_592,19.001442486732508,72.7774746065903,19.085236446676227,72.82664534158225,10.65,6,0,1,19.67,2,16.72,4.0,4.6
ride_593,19.08692717242167,72.8071246267468,19.11775878828366,72.76376540480234,5.7,11,0,1,11.27,2,9.58,4.6,4.8
ride_594,19.082132729463147,72.88292474102735,18.978586496628342,72.97333188040713,14.93,0,0,3,22.03,1,22.03,3.6,4.6
ride_595,18.94508224301263,72.78710548151669,18.97271120043321,72.83691859703245,6.07,17,1,1,17.14,1,17.14,4.0,4.7
ride_596,19.092967387942366,72.74950059043977,19.015148665607924,72.64169351716872,14.26,12,0,6,25.29,2,21.5,3.5,4.2
ride_597,19.047006401211643,72.8820135871733,19.16247135642672,72.94189941608298,14.3,13,0,0,23.56,2,20.03,4.9,4.3
ride_598,18.990771175916365,72.90043038751796,18.88128479580922,72.81272481475587,15.27,0,0,6,25.69,3,17.98,3.9,4.6
ride_599,19.127381377107916,72.79768063282128,19.193642303666927,72.88188354113373,11.51,13,0,1,19.74,3,13.82,3.8,4.9
ride_600,19.222990984277622,72.8562281849642,19.30058916266229,72.94914353533935,13.02,15,0,5,21.85,2,18.57,4.9,4.2
ride_601,19.079955584295135,72.80100052609575,19.11239719352501,72.83118527117142,4.8,19,1,5,14.58,2,12.39,4.4,4.5
ride_602,18.958775506769207,72.78688162701275,19.004954962364685,72.8754622389627,10.64,17,1,1,28.04,3,19.63,3.7,4.1
ride_603,19.214337702738113,72.78466814261505,19.253440604386352,72.68795999458082,11.05,2,0,4,19.74,1,19.74,3.6,4.8
ride_604,18.961056260449038,72.87886201375277,19.0144270093042,72.83872046464136,7.28,12,0,1,11.76,3,8.24,3.6,4.3
ride_605,19.05909904163937,72.73200010738068,19.095935049397575,72.75569670098149,4.79,11,0,2,9.58,2,8.15,4.4,4.4
ride_606,19.05371103980139,72.76235009180044,19.167629349749703,72.87800867435405,17.55,9,1,3,43.01,2,36.56,4.8,4.6
ride_607,19.054484591388576,72.88912257547025,19.1628248044524,72.77098060649524,17.3,17,1,4,43.85,1,43.85,4.1,4.4
ride_608,19.068636195246395,72.9934560434853,19.126587872616664,72.89640389094235,12.06,14,0,0,19.23,1,19.23,4.1,4.8
ride_609,19.045279598324207,72.96936355685031,18.96277734441619,72.93801870766515,9.75,4,0,0,17.03,3,11.92,3.7,4.9
ride_610,18.972665267247567,72.92196255652482,19.038910166932183,73.02243990399955,12.88,12,0,5,22.28,1,22.28,4.7,4.3
ride_611,18.964105397471528,72.92786140186656,18.868613595581948,73.01631553963865,14.12,6,0,0,25.34,2,21.54,3.8,4.2
ride_612,19.04613230677679,72.7704667769945,19.099352055291625,72.8745309432375,12.43,11,0,0,21.15,3,14.8,3.8,5.0
ride_613,18.97369979050813,72.82791873028562,18.880786935712926,72.9413489981037,15.78,10,1,2,38.15,2,32.42,3.5,4.4
ride_614,19.210022924273655,72.95026998239317,19.304551823932794,73.01234026454507,12.37,3,0,0,19.2,1,19.2,4.1,4.8
ride_615,19.144494303767665,72.79240338400771,19.245184744897006,72.75392348353006,11.9,4,0,5,20.48,2,17.41,5.0,4.9
ride_616,18.971069169239932,72.8983808935699,18.885125533999556,72.97381911465507,12.42,19,1,1,30.01,3,21.0,4.6,4.3
ride_617,19.072435064046445,72.81165257467238,19.190525890893618,72.88240234032972,15.09,20,1,5,39.43,2,33.52,4.8,4.6
ride_618,18.92817071838624,72.79018857550533,18.8369679265024,72.89218421022115,14.76,17,1,5,34.61,1,34.61,4.8,4.6
ride_619,19.06878273900363,72.96283433577705,18.99954356720473,73.06167967125882,12.93,23,0,6,20.95,2,17.81,4.8,4.8
ride_620,19.015697886675895,72.75519173564439,19.05241519520795,72.69946566943969,7.14,18,1,2,20.06,2,17.05,4.0,4.6
ride_621,19.02518034761972,72.98369890843539,18.94330942886473,73.02595765175838,10.13,8,1,0,27.3,2,23.2,3.6,4.4
ride_622,19.099440490106048,72.83687996512825,19.13583552017792,72.79992309553231,5.61,22,0,6,9.94,1,9.94,4.2,4.5
ride_623,19.08446812134874,72.99138086206823,19.117216578342862,72.89273326415064,10.99,13,0,5,18.27,3,12.79,3.7,4.2
ride_624,19.02055328952557,72.85481138197822,19.10847801941848,72.83290347075305,10.04,16,0,3,16.56,1,16.56,4.0,4.7
